,northing, easting, zone, longitude, latitude,distance_km
2328,4470319,444434.7,30,-3.6546109698602742,40.38160775282616,5.705801194779734
2329,4470322,444231.9,30,-3.657000256607047,40.381621230237386,5.559136962267908
2330,4470559,444817.2,30,-3.650125825113167,40.38379524194264,5.831918517747658
2331,4470683,445063.0,30,-3.647240846197176,40.38492855505152,5.947928141237687
2332,4470674,444999.0,30,-3.647994040212275,40.38484325488437,5.9024798763356445
2333,4470932,445229.8,30,-3.645297215827712,40.38718268523105,5.93826248713982
2334,4470944,445187.0,30,-3.645802483486748,40.387287973791565,5.896124953482902
2335,4471217,445398.0,30,-3.6433400482562943,40.38976118515154,5.92627880240624
2336,4471236,445368.6,30,-3.64368805837504,40.38993042138925,5.89127928003834
2337,4473801,439960.4,30,-3.7076470606634087,40.41266495175629,0.592221172396419
2338,4473430,439744.9,30,-3.710151698145022,40.40930723763394,1.019340064620164
2339,4473812,439628.6,30,-3.711558526426341,40.412740044911416,0.8308697376167272
2340,4473084,440518.0,30,-3.701008443076096,40.40624590079499,1.2029150656698018
2341,4473070,440564.8,30,-3.700455626440415,40.40612312429498,1.2251764185370342
2342,4470624,440698.1,30,-3.6986569788463735,40.38409780335621,3.6670133678190013
2343,4476461,442441.0,30,-3.678652653409791,40.43680281705979,3.049429605461028
2344,4471001,439314.8,30,-3.714988855037884,40.38739440182183,3.4219292967918844
2345,4476422,442527.0,30,-3.6776352055349855,40.43645743373124,3.0824986687680367
2346,4476486,442090.0,30,-3.682793139217383,40.4370036616505,2.836097116105936
2347,4476458,442106.0,30,-3.682601951441372,40.43675253820547,2.824350944449842
2348,4476499,441923.0,30,-3.684763222902774,40.43710912613654,2.7455422973884023
2349,4476520,441844.0,30,-3.685696539764244,40.437292783336815,2.7175560300507335
2350,4476553,441776.0,30,-3.686501272593136,40.437585304830414,2.707799512740407
2351,4473297,443337.8,30,-3.6677976389972056,40.40836141526097,3.17077312087702
2352,4472163,445572.0,30,-3.641370895313624,40.39829472885632,5.659826045832345
2353,4472992,444625.0,30,-3.652601628331922,40.405700416743805,4.491146324704419
2354,4472751,444829.0,30,-3.650176718163277,40.4035428902724,4.758563093282964
2355,4472585,444963.3,30,-3.648579768863057,40.40205635170803,4.940238824219272
2356,4472315,445171.9,30,-3.646098417045377,40.399637790875225,5.231750540706358
2357,4472080,445897.0,30,-3.637534319458176,40.39756819132747,5.99263887241772
2358,4472663,445028.0,30,-3.647824094325784,40.40276329636168,4.975364596726922
2359,4471552,447129.7,30,-3.6229655186419625,40.39289079534608,7.33364190433503
2360,4471624,447138.0,30,-3.6228737025832354,40.39353994535297,7.31498091237615
2361,4470577,448832.0,30,-3.602830235609393,40.38421363250701,9.280887052977317
2362,4470304,448729.2,30,-3.6040193312113473,40.38174793683537,9.299835421102568
2363,4470232,448539.4,30,-3.606249424628114,40.38108760994191,9.160008815243994
